documents,label
"In one recent game of mine, I walked into an area in a club wearing an outfit that is dated now, due to the fact that it was made in 2009 and immediately I was insulted with very offensive racial slurs (despite not being the race whereof they insulted).
",9
"I end up reporting at least five times a day; not for minor infractions but for extremely harsh language.
",8
"This huge gap between about 3 years and 1 day of waiting results in a caste system whereby non-members can only afford basic items.
",1
"Roblox has been effective at combating hacking, however it happens a lot in very old places because they can be exploited easily.
",2
"The worst hacks I have seen have involved extremely adult content, however this last happened a year ago if not more.
",0
"Spam messages from female account bots with usernames such as ""jaimeaustin481"" will provide a link within their messages, which will lead to one's account being compromised if one should follow the link.
",5
"This is less than what it was years ago, when some games would incorporate 'blood' and hackers would hack in a 'slit throat', which has been patched.
",2
"Overall, I would say that the game has too much swearing and consumerism and that it is quite easy to lose one's account should one click a bad link sent to them by a bot.
",5
"ROBLOX was meant to be a game where you ""imagine it"" Well that's not anymore.
",0
"There's many bullies out there who can really tell hurtful comments to you.
",4
"The games are highly inappropiate.
",3
"Some of them can scam you and scam your account, meaning it would be stolen from somebody.
",5
"This website has poor moderation and is highly unsafe for kids who are sensitive to words that can hurt them, even lead to depression or self harm.
",1
"VIOLENCE 4/10 Some games may have guns and cartoon blood, SEX 0/10 none, LANGUAGE 0/10 To 10/10 players can swear if they use other words but this is not in safe chat.
",1
"DRINKING AND DRUGS 0/10 none, SCARY SCENES 0/10 none.
",0
"If it were a movie it would be rated PG for some violence and language.
",1
"Many users tend to swear, but that is no problem for a kid my age.
",6
"We have far too many over protective parents, and they all need to be slaughtered like a cow.
",4
"A forum moderator DapperBuffalo abuses his power.
",1
"Every 5 months or so a random account makes a porn game that will go to the front page games but will soon be terminated!
",4
"OT can be mean sometimes!
",5
"Crazy incidents happen on OT!
",1
"If something viral happens to you or if a lot of people on OT hate you, a OT user that uses 4Chan will dox you and leak your private information, like you and your family pictures, address, ETC.
",7
"but threads like that soon get deleted on OT and sometimes 4Chan!
",5
"There's a lot of 7 year olds that roam around on Roblox and say things that make no sense.
",2
"Some people make games with adult content in them, so steer away from those.
",4
"Players can say things that are inappropriate for kids.
",1
"The game became very offensive when kids began to curse all they wanted, causing ROBLOX to take action, but in a wrong way, they censored many words by using hashtags, sometimes not even curse words but words that could be used in a bad way such as ""bird"".
",1
"ROBLOX became really messed up, top and most played games became scams and fake places or perverted sexual games.
",8
"I could continue to inform other bad things and ect.
",5
"but I don't have the time to.
",2
"I'm 16 years old now and I've moved on from this addictive game which will ruin the way your child acts, behaves or bring up things that you never taught them.
",7
"The players in this game have too much freedom, it's like keeping young children next to older inappropriate teens that will mess around with your child just for fun.
",4
"As some other reviews state, yes there is some inappropriate and scary things on ROBLOX.
",2
"This website is NOT what I would call a family friendly, positive website.
",2
"Some of the games are very violent.
",2
"For example, in a sword fighting game,the goal is to kill people.
",1
"Also, there are many games about murder.
",3
"Also, this website should be monitored.
",7
"Roblox has a filter that covers up swears,but some people MISSPELL the words so everyone can get their ""clear message to the other person.""
",1
"IT IS NOT APPROPRIATE!
",0
"To much swearing,  definitely.
",2
"And also, sometimes people talk about inappropriate content.
",1
"My message to you is DO NOT PLAY ROBLOX!!!!
",5
"Just a half year later, i called my teacher for bitch.
",0
"I've swearing on roblox, (7 Words that really hurt) I got banned for 1 day.
",0
"When you Watch roblox is free, remember that is a scam.
",7
"Like, ""Dont like ur shirt?
",6
"Alot of games ae for pedophiles.
",3
"Your child can get bullied, by having a bad grammar, or just for being bad at a game.
",5
"OF cursle, you can report a user, if he abuse the chat bar, BUT the abuser will just get a warn.
",2
"It took the admins 4 years to ban a game where you could use Weed/Beers/Drugs.
",0
"Players that have an youtube account with roblox, rarly NEVER make an video without swearing.
",7
"But its hard, and you'll Waste hours of hours on ur game/Model.
",6
"But, you can also abuse the studio, and make a sex place, that shows kids how to have kids (How to make them, in bed)
",7
"Some people scam too, but the people WHO do that, will never ask for password, in message, they make a site, and tells players that ROBLOX Is giving free robux (ROBLOX Money) to people that sign in to it, then they post a link in a comment say that ROBLOX is giving free robux, thats a scam.
",5
"The people behind the site is the not the ROBLOX admins, but people that wanna get accet to ur account.
",7
"And the guest cant chat.
",5
"But Again, ROBLOX ban people for no reason (Alot of times) Like, dont post outside links on roblox, that Means that you cant post a link to another site, because roblox wanna keep player play, and you get banned for 1 day, that Means roblox ban people WHO post links to other sites hardly more that they ban people for swearing.
",5
"ROBLOX is not safe for kids at all
",4
"Most of the reviews of this game on this site are VERY inaccurate and outdated.
",2
"Inappropriate content is MODERATED and DELETED from the site, almost instantaneously, by ROBLOX's employees and moderators.
",6
"Pornographic ""S3X Party"" and ""18+ ONLY KIDS"" games involving nudity and ""robloxians"" in sexual positions.
",1
"Many games involve recreating violent games (such as Call Of Duty and Five Nights At Freddy's) into a Roblox version, involving lots of gore, and even nightmares for your child(ren).
",8
